Airport_ID	Type	Name	Latitude_Deg	Longitude_Deg	Iata_Code	Airport_Radius
8647	heliport	Wellspan York Hospital Heliport	39.944781	-76.718903	0	[(39.96973619859284, -76.718903), (39.96389779120898, -76.69798001245336), (39.94911442475897, -76.6868471233129), (39.93230340070358, -76.69071353513571), (39.92133078403206, -76.70777011085954), (39.92133078403206, -76.73003588914045), (39.93230340070358, -76.74709246486428), (39.94911442475897, -76.7509588766871), (39.96389779120898, -76.73982598754664), (39.96973619859284, -76.718903)]
8651	heliport	Mc David Honda Heliport	32.8375015259	-96.9708023071	0	[(32.86245672449284, -96.9708023071), (32.856618317108975, -96.95171082174838), (32.84183495065896, -96.94155245457101), (32.82502392660358, -96.94508041846785), (32.81405130993206, -96.96064393992263), (32.81405130993206, -96.98096067427737), (32.82502392660358, -96.99652419573214), (32.84183495065896, -97.00005215962898), (32.856618317108975, -96.98989379245161), (32.86245672449284, -96.9708023071)]
8669	small_airport	Jan Knipe Airport	40.36941	-91.38863	0	[(40.419320397185686, -91.38863), (40.407643582417954, -91.34652152244257), (40.37807684951793, -91.32411606951787), (40.34445480140716, -91.33189740165822), (40.32250956806413, -91.3662245470753), (40.32250956806413, -91.41103545292471), (40.34445480140716, -91.44536259834179), (40.37807684951793, -91.45314393048214), (40.407643582417954, -91.43073847755744), (40.419320397185686, -91.38863)]
8680	small_airport	Barcus Field	36.267601013183594	-95.63069915771484	0	[(36.31751141036928, -95.63069915771484), (36.30583459560155, -95.59090843415525), (36.27626786270152, -95.56973623237384), (36.24264581459076, -95.57708926088692), (36.22070058124772, -95.60952695593342), (36.22070058124772, -95.65187135949627), (36.24264581459076, -95.68430905454278), (36.27626786270152, -95.69166208305586), (36.30583459560155, -95.67048988127445), (36.31751141036928, -95.63069915771484)]
8690	small_airport	Black Diamond Airport	47.31570053100586	-122.01000213623048	0	[(47.365610928191536, -122.01000213623048), (47.35393411342381, -121.96268095606591), (47.32436738052379, -121.93750188201666), (47.29074533241302, -121.94624648266466), (47.268800099069985, -121.98482306218125), (47.268800099069985, -122.03518121027972), (47.29074533241302, -122.07375778979632), (47.32436738052379, -122.08250239044432), (47.35393411342381, -122.05732331639506), (47.365610928191536, -122.01000213623048)]
8696	heliport	Warner Center Plaza I Helipad	34.178276	-118.60032	0	[(34.20323119859283, -118.60032), (34.19739279120897, -118.58093040018008), (34.18260942475896, -118.57061340960729), (34.16579840070357, -118.57419646283122), (34.154825784032056, -118.5900030094272), (34.154825784032056, -118.61063699057279), (34.16579840070357, -118.62644353716877), (34.18260942475896, -118.6300265903927), (34.19739279120897, -118.61970959981991), (34.20323119859283, -118.60032)]
8697	heliport	Ranch Heliport	34.157704	-118.917802	0	[(34.182659198592845, -118.917802), (34.17682079120898, -118.89841712516804), (34.16203742475897, -118.88810264870884), (34.145226400703585, -118.89168482879029), (34.13425378403206, -118.9074875235408), (34.13425378403206, -118.9281164764592), (34.145226400703585, -118.9439191712097), (34.16203742475897, -118.94750135129114), (34.17682079120898, -118.93718687483195), (34.182659198592845, -118.917802)]
8711	heliport	Riverlands Area Heliport	38.86309814453125	-90.15709686279295	0	[(38.88805334312409, -90.15709686279295), (38.88221493574023, -90.13649589271589), (38.86743156929022, -90.12553434549216), (38.85062054523483, -90.12934125089178), (38.839647928563316, -90.14613531556923), (38.839647928563316, -90.16805841001668), (38.85062054523483, -90.18485247469414), (38.86743156929022, -90.18865938009375), (38.88221493574023, -90.17769783287002), (38.88805334312409, -90.15709686279295)]
8712	small_airport	Powers Propair Service Airport	45.6655	-108.717333	0	[(45.715410397185686, -108.717333), (45.703733582417954, -108.67142620496227), (45.67416684951793, -108.64699970951989), (45.64054480140716, -108.6554829423606), (45.61859956806413, -108.69290650455761), (45.61859956806413, -108.74175949544237), (45.64054480140716, -108.77918305763939), (45.67416684951793, -108.7876662904801), (45.703733582417954, -108.76323979503772), (45.715410397185686, -108.717333)]
8713	small_airport	Green Airfield	37.94340133666992	-91.6020965576172	0	[(37.993311733855606, -91.6020965576172), (37.98163491908788, -91.5614155651125), (37.95206818618785, -91.53976966111962), (37.91844613807709, -91.54728720468425), (37.89650090473405, -91.58045065362433), (37.89650090473405, -91.62374246161009), (37.91844613807709, -91.65690591055017), (37.95206818618785, -91.6644234541148), (37.98163491908788, -91.64277755012192), (37.993311733855606, -91.6020965576172)]
8717	heliport	Massaro Heliport	41.049444	-73.738333	0	[(41.07439919859284, -73.73833300000001), (41.068560791208974, -73.71706264498337), (41.05377742475896, -73.70574492547269), (41.03696640070358, -73.70967552820943), (41.02599378403206, -73.72701528048933), (41.02599378403206, -73.74965071951068), (41.03696640070358, -73.76699047179058), (41.05377742475896, -73.77092107452732), (41.068560791208974, -73.75960335501664), (41.07439919859284, -73.73833300000001)]
8718	heliport	Kettering Hospital Heliport	39.695406	-84.192222	0	[(39.72036119859284, -84.192222), (39.71452279120898, -84.17137480211053), (39.69973942475897, -84.16028223980433), (39.68292840070358, -84.1641346462646), (39.67195578403206, -84.1811294376938), (39.67195578403206, -84.20331456230619), (39.68292840070358, -84.2203093537354), (39.69973942475897, -84.22416176019567), (39.71452279120898, -84.21306919788947), (39.72036119859284, -84.192222)]
8721	heliport	Reading Hospital & Medical Center Heliport	40.3317985534668	-75.95659637451172	0	[(40.35675375205964, -75.95659637451172), (40.35091534467578, -75.93555387445423), (40.336131978225765, -75.92435739403498), (40.31932095417038, -75.92824589087715), (40.30834833749886, -75.94539989409246), (40.30834833749886, -75.96779285493098), (40.31932095417038, -75.9849468581463), (40.336131978225765, -75.98883535498845), (40.35091534467578, -75.97763887456921), (40.35675375205964, -75.95659637451172)]
8722	heliport	Roy H Laird Memorial Hospital Heliport	32.373199462890625	-94.86830139160156	0	[(32.39815466148347, -94.86830139160156), (32.392316254099605, -94.8493086123407), (32.377532887649586, -94.83920276557724), (32.36072186359421, -94.84271248932575), (32.349749246922684, -94.8581955448381), (32.349749246922684, -94.87840723836503), (32.36072186359421, -94.89389029387738), (32.377532887649586, -94.89740001762588), (32.392316254099605, -94.88729417086242), (32.39815466148347, -94.86830139160156)]
8728	small_airport	Beiter Airport	46.907024	-120.43303	0	[(46.956934397185684, -120.43303000000002), (46.94525758241795, -120.38607080180702), (46.91569084951793, -120.3610843343419), (46.882068801407165, -120.3697620434252), (46.860123568064125, -120.40804353253489), (46.860123568064125, -120.45801646746513), (46.882068801407165, -120.49629795657482), (46.91569084951793, -120.50497566565812), (46.94525758241795, -120.479989198193), (46.956934397185684, -120.43303000000002)]
8729	small_airport	Jim & Julie's Airport	47.898101806640625	-122.15599822998048	0	[(47.94801220382631, -122.15599822998047), (47.93633538905858, -122.10814719339002), (47.906768656158555, -122.08268618862529), (47.87314660804778, -122.09152870278322), (47.85120137470475, -122.13053722521573), (47.85120137470475, -122.18145923474522), (47.87314660804778, -122.22046775717773), (47.906768656158555, -122.22931027133566), (47.93633538905858, -122.20384926657093), (47.94801220382631, -122.15599822998047)]
8741	small_airport	Glowacki Airport	43.000329	-84.595002	0	[(43.050239397185685, -84.595002), (43.03856258241795, -84.55113545960803), (43.00899584951793, -84.52779456098774), (42.97537380140716, -84.5359007700088), (42.953428568064126, -84.57166110137972), (42.953428568064126, -84.61834289862028), (42.97537380140716, -84.65410322999121), (43.00899584951793, -84.66220943901224), (43.03856258241795, -84.63886854039197), (43.050239397185685, -84.595002)]
8745	heliport	Solar Heliport	38.49589920043945	-87.28250122070312	0	[(38.520854399032295, -87.28250122070312), (38.51501599164843, -87.26200567746542), (38.50023262519842, -87.25110022669124), (38.483421601143036, -87.25488764999838), (38.47244898447151, -87.27159576992894), (38.47244898447151, -87.29340667147731), (38.483421601143036, -87.31011479140786), (38.50023262519842, -87.31390221471501), (38.51501599164843, -87.30299676394081), (38.520854399032295, -87.28250122070312)]
8746	heliport	St Johns Hospital Heliport	39.80670166015625	-89.64440155029297	0	[(39.83165685874909, -89.64440155029297), (39.82581845136522, -89.62352064442153), (39.81103508491521, -89.61241014647275), (39.794224060859825, -89.61626878191632), (39.78325144418831, -89.6332910523442), (39.78325144418831, -89.65551204824175), (39.794224060859825, -89.67253431866963), (39.81103508491521, -89.67639295411318), (39.82581845136522, -89.66528245616442), (39.83165685874909, -89.64440155029297)]
8754	small_airport	Bybee Field	43.897934	-116.990433	0	[(43.947844397185676, -116.99043300000001), (43.93616758241795, -116.94591059040117), (43.90660084951793, -116.9222207110651), (43.87297880140716, -116.9304481198168), (43.851033568064125, -116.96674312066393), (43.851033568064125, -117.01412287933609), (43.87297880140716, -117.0504178801832), (43.90660084951793, -117.05864528893493), (43.93616758241795, -117.03495540959885), (43.947844397185676, -116.99043300000001)]
8755	heliport	Salem Regional Medical Center Heliport	40.900551	-80.833427	0	[(40.92550619859284, -80.833427), (40.91966779120898, -80.81220459812658), (40.90488442475897, -80.80091239395048), (40.88807340070358, -80.80483413530453), (40.877100784032066, -80.82213479582387), (40.877100784032066, -80.84471920417612), (40.88807340070358, -80.86201986469547), (40.90488442475897, -80.86594160604952), (40.91966779120898, -80.8546494018734), (40.92550619859284, -80.833427)]
8768	small_airport	Genoa Municipal Airport	41.40420150756836	-97.70870208740234	0	[(41.454111904754036, -97.70870208740234), (41.44243508998631, -97.66592994273331), (41.41286835708629, -97.64317135991436), (41.37924630897552, -97.65107533277994), (41.357301075632485, -97.68594350458339), (41.357301075632485, -97.7314606702213), (41.37924630897552, -97.76632884202473), (41.41286835708629, -97.77423281489031), (41.44243508998631, -97.75147423207136), (41.454111904754036, -97.70870208740234)]
8771	heliport	Westwood Gateway II Heliport	34.046872	-118.445127	0	[(34.071827198592835, -118.445127), (34.06598879120897, -118.42576749864753), (34.05120542475896, -118.41546652313475), (34.034394400703576, -118.41904401438674), (34.02342178403206, -118.43482602448725), (34.02342178403206, -118.45542797551275), (34.034394400703576, -118.47120998561327), (34.05120542475896, -118.47478747686525), (34.06598879120897, -118.46448650135248), (34.071827198592835, -118.445127)]
8772	heliport	North Colorado Medical Center Heliport	40.414832	-104.710844	0	[(40.43978719859284, -104.710844), (40.43394879120897, -104.68977555520596), (40.41916542475896, -104.67856526988072), (40.40235440070357, -104.68245856111642), (40.391381784032056, -104.69963371467476), (40.391381784032056, -104.72205428532523), (40.40235440070357, -104.73922943888356), (40.41916542475896, -104.74312273011927), (40.43394879120897, -104.73191244479403), (40.43978719859284, -104.710844)]
8773	seaplane_base	Lake Jessup Seaplane Base	28.716899871826172	-81.23310089111328	0	[(28.766810269011856, -81.23310089111328), (28.755133454244124, -81.19651979528999), (28.7255667213441, -81.177055400756), (28.691944673233333, -81.18381531403644), (28.669999439890297, -81.2136364965793), (28.669999439890297, -81.25256528564726), (28.691944673233333, -81.28238646819013), (28.7255667213441, -81.28914638147056), (28.755133454244124, -81.26968198693658), (28.766810269011856, -81.23310089111328)]
8774	seaplane_base	Sand Lake Seaplane Base	28.4335994720459	-81.49150085449219	0	[(28.48350986923158, -81.49150085449219), (28.47183305446385, -81.45501814192585), (28.442266321563825, -81.43560609602947), (28.408644273453056, -81.44234782881887), (28.38669904011002, -81.47208880859583), (28.38669904011002, -81.51091290038856), (28.408644273453056, -81.54065388016552), (28.442266321563825, -81.54739561295492), (28.47183305446385, -81.52798356705854), (28.48350986923158, -81.49150085449219)]
8775	small_airport	Sebewaing Township Airport	43.729863	-83.463875	0	[(43.779773397185686, -83.463875), (43.768096582417954, -83.41947771776351), (43.73852984951793, -83.39585441730631), (43.70490780140716, -83.40405870345606), (43.68296256806413, -83.4402516995428), (43.68296256806413, -83.4874983004572), (43.70490780140716, -83.52369129654394), (43.73852984951793, -83.53189558269369), (43.768096582417954, -83.50827228223649), (43.779773397185686, -83.463875)]
8778	heliport	Walter Knox Memorial Hospital Heliport	43.8805999756	-116.48500061	0	[(43.90555517419284, -116.48500061000001), (43.89971676680897, -116.46274588288233), (43.88493340035896, -116.45090438991676), (43.86812237630358, -116.45501689726541), (43.85714975963206, -116.47315911703444), (43.85714975963206, -116.49684210296559), (43.86812237630358, -116.51498432273462), (43.88493340035896, -116.51909683008327), (43.89971676680897, -116.5072553371177), (43.90555517419284, -116.48500061000001)]
8779	heliport	St Mary's Hospital - Centralia Heliport	38.5317001343	-89.11940002440001	0	[(38.556655332892845, -89.11940002440001), (38.550816925508975, -89.09889428682376), (38.536033559058964, -89.08798341175533), (38.519222535003586, -89.0917727189001), (38.50824991833206, -89.10848914933156), (38.50824991833206, -89.13031089946844), (38.519222535003586, -89.14702732989991), (38.536033559058964, -89.15081663704468), (38.550816925508975, -89.13990576197624), (38.556655332892845, -89.11940002440001)]
8782	heliport	Pomona Police Department Heliport	34.051886	-117.791988	0	[(34.076841198592845, -117.791988), (34.071002791208976, -117.77262735375893), (34.056219424758964, -117.76232576906368), (34.03940840070358, -117.76590347188252), (34.02843578403206, -117.78168641530475), (34.02843578403206, -117.80228958469526), (34.03940840070358, -117.81807252811748), (34.056219424758964, -117.82165023093631), (34.071002791208976, -117.81134864624107), (34.076841198592845, -117.791988)]
8795	heliport	Creamer Heliport	40.875016	-74.035649	0	[(40.899971198592844, -74.035649), (40.894132791208975, -74.01443478595384), (40.87934942475896, -74.00314693842961), (40.862538400703585, -74.00706716673434), (40.85156578403206, -74.02436115247578), (40.85156578403206, -74.04693684752425), (40.862538400703585, -74.06423083326568), (40.87934942475896, -74.06815106157042), (40.894132791208975, -74.05686321404617), (40.899971198592844, -74.035649)]
8798	small_airport	Paine's Airport	41.82276	-80.8968	0	[(41.872670397185686, -80.8968), (41.860993582417954, -80.8537494041204), (41.83142684951793, -80.83084266050696), (41.79780480140716, -80.83879808907648), (41.77585956806413, -80.87389325638654), (41.77585956806413, -80.91970674361346), (41.79780480140716, -80.95480191092352), (41.83142684951793, -80.96275733949304), (41.860993582417954, -80.93985059587959), (41.872670397185686, -80.8968)]
8802	heliport	Lehigh Valley Hospital Cedar Crest Heliport	40.56561	-75.523356	0	[(40.59056519859284, -75.523356), (40.58472679120898, -75.50224016538833), (40.56994342475897, -75.49100466446784), (40.55313240070358, -75.49490671298788), (40.542159784032066, -75.5121204990795), (40.542159784032066, -75.53459150092051), (40.55313240070358, -75.55180528701214), (40.56994342475897, -75.55570733553219), (40.58472679120898, -75.54447183461168), (40.59056519859284, -75.523356)]
8804	heliport	Medical City Weatherford Heliport	32.747722	-97.786487	0	[(32.772677198592845, -97.786487), (32.76683879120898, -97.76741477861023), (32.75205542475897, -97.75726666157287), (32.735244400703586, -97.76079106563344), (32.72427178403206, -97.77633888296263), (32.72427178403206, -97.79663511703737), (32.735244400703586, -97.81218293436656), (32.75205542475897, -97.81570733842713), (32.76683879120898, -97.80555922138977), (32.772677198592845, -97.786487)]
8810	heliport	Shawano Medical Center Heliport	44.784698486328125	-88.6176986694336	0	[(44.80965368492096, -88.6176986694336), (44.8038152775371, -88.59509818829677), (44.789031911087086, -88.58307272346025), (44.7722208870317, -88.58724912356917), (44.761248270360184, -88.60567320459707), (44.761248270360184, -88.62972413427013), (44.7722208870317, -88.64814821529804), (44.789031911087086, -88.65232461540695), (44.8038152775371, -88.64029915057041), (44.80965368492096, -88.6176986694336)]
8813	small_airport	Three Ninety-Eighth Airport	31.629249	-97.162442	0	[(31.679159397185682, -97.162442), (31.66748258241795, -97.12476341258441), (31.637915849517928, -97.10471505497144), (31.60429380140716, -97.11167777650085), (31.582348568064123, -97.14239364238702), (31.582348568064123, -97.18249035761298), (31.60429380140716, -97.21320622349914), (31.637915849517928, -97.22016894502856), (31.66748258241795, -97.20012058741558), (31.679159397185682, -97.162442)]
8816	heliport	Aviator Hotel Anchorage Heliport	61.218906	-149.886482	0	[(61.24386119859284, -149.886482), (61.23802279120896, -149.85316512462492), (61.22323942475896, -149.83543758551366), (61.20642840070357, -149.84159429523604), (61.19545578403206, -149.86875446088874), (61.19545578403206, -149.90420953911126), (61.20642840070357, -149.93136970476397), (61.22323942475896, -149.9375264144863), (61.23802279120896, -149.91979887537505), (61.24386119859284, -149.886482)]
8821	seaplane_base	Quams Marina Seaplane Base	42.95109939575195	-89.27100372314453	0	[(43.00100979293764, -89.27100372314453), (42.989332978169905, -89.2271722862275), (42.95976624526988, -89.20385006577611), (42.92614419715911, -89.21194978793717), (42.90419896381608, -89.24768150269314), (42.90419896381608, -89.29432594359592), (42.92614419715911, -89.33005765835188), (42.95976624526988, -89.33815738051294), (42.989332978169905, -89.31483516006155), (43.00100979293764, -89.27100372314453)]
8822	heliport	San Antonio Regional Hospital Heliport	34.102747	-117.636211	0	[(34.12770219859284, -117.63621100000002), (34.12186379120897, -117.61683872419434), (34.10708042475896, -117.60653095153701), (34.09026940070358, -117.61011080341251), (34.07929678403206, -117.62590322734269), (34.07929678403206, -117.64651877265734), (34.09026940070358, -117.66231119658752), (34.10708042475896, -117.66589104846302), (34.12186379120897, -117.6555832758057), (34.12770219859284, -117.63621100000002)]
8826	heliport	Halifax Hospital Emergency Helostop	28.958386	-81.255586	0	[(28.983341198592843, -81.255586), (28.97750279120898, -81.23725295632464), (28.96271942475897, -81.22749814753406), (28.945908400703583, -81.23088595707402), (28.934935784032064, -81.24583119120943), (28.934935784032064, -81.26534080879057), (28.945908400703583, -81.28028604292598), (28.96271942475897, -81.28367385246594), (28.97750279120898, -81.27391904367536), (28.983341198592843, -81.255586)]
8832	small_airport	Cooper Field	39.5835	-86.952527	0	[(39.633410397185685, -86.952527), (39.62173358241795, -86.91090001268832), (39.59216684951793, -86.88875075537219), (39.558544801407166, -86.89644311171143), (39.536599568064126, -86.93037774268389), (39.536599568064126, -86.97467625731612), (39.558544801407166, -87.00861088828857), (39.59216684951793, -87.01630324462782), (39.62173358241795, -86.99415398731169), (39.633410397185685, -86.952527)]
8838	heliport	St Mary's Hospital Heliport	44.019798278808594	-92.48310089111328	0	[(44.044753477401436, -92.48310089111328), (44.03891507001757, -92.46079398155449), (44.024131703567555, -92.44892472289193), (44.007320679512176, -92.45304687316595), (43.99634806284065, -92.47123163245074), (43.99634806284065, -92.49497014977584), (44.007320679512176, -92.51315490906063), (44.024131703567555, -92.51727705933465), (44.03891507001757, -92.50540780067209), (44.044753477401436, -92.48310089111328)]
8839	heliport	Parkland Bonne Terre Primary Care Center Heliport	37.90840148925781	-90.53350067138672	0	[(37.933356687850655, -90.53350067138672), (37.92751828046679, -90.51316985464688), (37.91273491401678, -90.50235205301146), (37.895923889961395, -90.50610903609217), (37.88495127328987, -90.52268286975132), (37.88495127328987, -90.54431847302213), (37.895923889961395, -90.56089230668128), (37.91273491401678, -90.56464928976197), (37.92751828046679, -90.55383148812658), (37.933356687850655, -90.53350067138672)]
8847	heliport	Mercy Health Urbana Hospital Heliport	40.10833	-83.729174	0	[(40.133285198592844, -83.729174), (40.12744679120898, -83.70820079063377), (40.11266342475897, -83.69704117902127), (40.095852400703585, -83.70091687146123), (40.08487978403206, -83.71801438838749), (40.08487978403206, -83.74033361161251), (40.095852400703585, -83.75743112853876), (40.11266342475897, -83.76130682097872), (40.12744679120898, -83.75014720936622), (40.133285198592844, -83.729174)]
8849	heliport	Warren Cat Heliport	35.4648017883	-97.6042022705	0	[(35.48975698689284, -97.6042022705), (35.48391857950898, -97.58450743705293), (35.46913521305897, -97.57402803505946), (35.45232418900358, -97.57766749317787), (35.44135157233206, -97.59372286850652), (35.44135157233206, -97.61468167249349), (35.45232418900358, -97.63073704782212), (35.46913521305897, -97.63437650594055), (35.48391857950898, -97.62389710394706), (35.48975698689284, -97.6042022705)]
8859	heliport	Providence Medical Plaza Heliport	46.596206	-120.52223	0	[(46.62116119859284, -120.52223), (46.615322791208975, -120.49888542004871), (46.60053942475896, -120.48646402850274), (46.58372840070358, -120.49077793251482), (46.57275578403206, -120.50980860845402), (46.57275578403206, -120.53465139154598), (46.58372840070358, -120.55368206748517), (46.60053942475896, -120.55799597149726), (46.615322791208975, -120.54557457995128), (46.62116119859284, -120.52223)]
8862	small_airport	Skotz Airfield	30.863976	-98.003712	0	[(30.913886397185685, -98.003712), (30.902209582417957, -97.96633752696862), (30.872642849517934, -97.94645098523962), (30.839020801407163, -97.9533575087023), (30.81707556806413, -97.983825458271), (30.81707556806413, -98.02359854172899), (30.839020801407163, -98.05406649129769), (30.872642849517934, -98.06097301476036), (30.902209582417957, -98.04108647303137), (30.913886397185685, -98.003712)]
8876	small_airport	Sky Harbor Airport	61.11650085449219	-149.81900024414062	0	[(61.16641125167787, -149.81900024414062), (61.15473443691014, -149.75258248679188), (61.12516770401012, -149.71724233625775), (61.091545655899345, -149.7295158417352), (61.069600422556306, -149.7836600936065), (61.069600422556306, -149.85434039467475), (61.091545655899345, -149.90848464654604), (61.12516770401012, -149.9207581520235), (61.15473443691014, -149.88541800148937), (61.16641125167787, -149.81900024414062)]
8895	heliport	Recreation and Conference Center Heliport	34.020472	-117.927396	JID	[(34.04542719859284, -117.927396), (34.03958879120898, -117.90804252210371), (34.02480542475896, -117.89774475160505), (34.00799440070358, -117.9013211297673), (33.99702178403206, -117.91709822950133), (33.99702178403206, -117.93769377049867), (34.00799440070358, -117.9534708702327), (34.02480542475896, -117.95704724839496), (34.03958879120898, -117.94674947789629), (34.04542719859284, -117.927396)]
8897	heliport	California Mart Heliport	34.04029846191406	-118.25599670410156	0	[(34.065253660506905, -118.25599670410156), (34.05941525312304, -118.23663870331038), (34.04463188667303, -118.22633852622961), (34.027820862617645, -118.22991574018906), (34.01684824594612, -118.24569652702078), (34.01684824594612, -118.26629688118236), (34.027820862617645, -118.28207766801408), (34.04463188667303, -118.28565488197353), (34.05941525312304, -118.27535470489276), (34.065253660506905, -118.25599670410156)]
8900	heliport	Santa Fe International Corp Heliport	34.081494	-118.149842	0	[(34.10644919859284, -118.14984200000002), (34.10061079120898, -118.13047458733023), (34.08582742475897, -118.12016940229344), (34.06901640070358, -118.12374835549777), (34.058043784032066, -118.13953681496325), (34.058043784032066, -118.16014718503678), (34.06901640070358, -118.17593564450227), (34.08582742475897, -118.17951459770659), (34.10061079120898, -118.1692094126698), (34.10644919859284, -118.14984200000002)]
8901	small_airport	Turlock Airpark	37.47079849243164	-120.84400177001952	0	[(37.520708889617325, -120.84400177001952), (37.50903207484959, -120.80357936820546), (37.47946534194957, -120.78207105744514), (37.4458432938388, -120.78954081538159), (37.423898060495766, -120.82249345925922), (37.423898060495766, -120.86551008077983), (37.4458432938388, -120.89846272465746), (37.47946534194957, -120.90593248259391), (37.50903207484959, -120.88442417183359), (37.520708889617325, -120.84400177001952)]
8910	heliport	Denver Police Headquarters Heliport	39.737098	-104.992333	0	[(39.762053198592845, -104.99233300000002), (39.75621479120898, -104.97147319687923), (39.741431424758964, -104.96037392746956), (39.724620400703586, -104.96422866328241), (39.71364778403206, -104.98123373059033), (39.71364778403206, -105.00343226940969), (39.724620400703586, -105.0204373367176), (39.741431424758964, -105.02429207253046), (39.75621479120898, -105.01319280312079), (39.762053198592845, -104.99233300000002)]
8920	heliport	Congressional Heliport	38.875342	-76.987652	0	[(38.900297198592845, -76.987652), (38.894458791208976, -76.96704748128266), (38.879675424758965, -76.9560840458669), (38.862864400703586, -76.95989160702874), (38.85189178403206, -76.97668856458422), (38.85189178403206, -76.99861543541577), (38.862864400703586, -77.01541239297127), (38.879675424758965, -77.01921995413309), (38.894458791208976, -77.00825651871733), (38.900297198592845, -76.987652)]
8925	small_airport	Marshall Swamp Airport	29.190833	-82.032713	0	[(29.240743397185682, -82.032713), (29.229066582417953, -81.99596411058033), (29.19949984951793, -81.97641043493853), (29.165877801407163, -81.98320135522229), (29.143932568064127, -82.0131593243582), (29.143932568064127, -82.0522666756418), (29.165877801407163, -82.08222464477771), (29.19949984951793, -82.08901556506147), (29.229066582417953, -82.06946188941967), (29.240743397185682, -82.032713)]
8928	heliport	Sacred Heart Hospital Heliport	30.474932	-87.211831	0	[(30.499887198592837, -87.211831), (30.494048791208975, -87.19321886179186), (30.479265424758964, -87.18331554990218), (30.462454400703578, -87.18675493402719), (30.451481784032058, -87.20192768811033), (30.451481784032058, -87.22173431188969), (30.462454400703578, -87.23690706597283), (30.479265424758964, -87.24034645009783), (30.494048791208975, -87.23044313820816), (30.499887198592837, -87.211831)]
8930	heliport	HCA Florida Highlands Hospital Heliport	27.465446	-81.431882	0	[(27.490401198592842, -81.431882), (27.484562791208976, -81.4138034598008), (27.469779424758965, -81.40418406948142), (27.45296840070358, -81.40752484867987), (27.441995784032063, -81.4222626096806), (27.441995784032063, -81.44150139031939), (27.45296840070358, -81.45623915132013), (27.469779424758965, -81.45957993051859), (27.484562791208976, -81.44996054019919), (27.490401198592842, -81.431882)]
8931	heliport	Adventhealth Oviedo ER Heliport	28.658003	-81.239213	0	[(28.682958198592843, -81.239213), (28.67711979120898, -81.22093273745605), (28.662336424758966, -81.2112060129189), (28.645525400703583, -81.21458406889998), (28.634552784032067, -81.22948627546286), (28.634552784032067, -81.24893972453715), (28.645525400703583, -81.26384193110002), (28.662336424758966, -81.26721998708112), (28.67711979120898, -81.25749326254396), (28.682958198592843, -81.239213)]
8935	heliport	Wesh-Tv Channel 2 Heliport	28.612499237060547	-81.3855972290039	0	[(28.63745443565339, -81.3855972290039), (28.631616028269523, -81.36732489180957), (28.61683266181951, -81.35760238426289), (28.600021637764126, -81.36097897569856), (28.58904902109261, -81.37587472145721), (28.58904902109261, -81.39531973655059), (28.600021637764126, -81.41021548230924), (28.61683266181951, -81.41359207374492), (28.631616028269523, -81.40386956619822), (28.63745443565339, -81.3855972290039)]
8948	small_airport	Pittsburgh Northeast Airport	40.603287	-79.826038	0	[(40.653197397185686, -79.82603800000001), (40.641520582417954, -79.78378253449725), (40.61195384951793, -79.76129887092041), (40.57833180140716, -79.7691073653352), (40.55638656806413, -79.80355433642318), (40.55638656806413, -79.84852166357683), (40.57833180140716, -79.8829686346648), (40.61195384951793, -79.8907771290796), (40.641520582417954, -79.86829346550276), (40.653197397185686, -79.82603800000001)]
8955	small_airport	Lowell Field	32.05820083618164	-84.29019927978516	0	[(32.10811123336732, -84.29019927978516), (32.09643441859959, -84.25234508478877), (32.06686768569957, -84.23220328833371), (32.0332456375888, -84.23919846083243), (32.011300404245766, -84.2700574833301), (32.011300404245766, -84.31034107624022), (32.0332456375888, -84.3412000987379), (32.06686768569957, -84.34819527123662), (32.09643441859959, -84.32805347478156), (32.10811123336732, -84.29019927978516)]
8968	small_airport	Nelund Field	41.6875	-86.15499877929688	0	[(41.737410397185684, -86.15499877929688), (41.72573358241795, -86.11203881338857), (41.69616684951793, -86.08918029297558), (41.662544801407165, -86.09711897380335), (41.640599568064125, -86.13214025888391), (41.640599568064125, -86.17785729970984), (41.662544801407165, -86.2128785847904), (41.69616684951793, -86.22081726561817), (41.72573358241795, -86.19795874520518), (41.737410397185684, -86.15499877929688)]
8982	heliport	Silver Cross Hospital Heliport	41.545597	-87.981986	0	[(41.57055219859284, -87.98198600000002), (41.56471379120897, -87.96055322483946), (41.54993042475896, -87.94914908337529), (41.533119400703576, -87.9531097001415), (41.52214678403206, -87.97058185853585), (41.52214678403206, -87.99339014146418), (41.533119400703576, -88.01086229985853), (41.54993042475896, -88.01482291662474), (41.56471379120897, -88.00341877516058), (41.57055219859284, -87.98198600000002)]
8994	small_airport	J & Y Ultralightport	41.85810089111328	-89.40730285644531	0	[(41.90801128829896, -89.40730285644531), (41.89633447353123, -89.36422847801991), (41.86676774063121, -89.34130907997815), (41.83314569252044, -89.34926890338451), (41.81120045917741, -89.38438345840355), (41.81120045917741, -89.43022225448708), (41.83314569252044, -89.46533680950613), (41.86676774063121, -89.47329663291248), (41.89633447353123, -89.45037723487071), (41.90801128829896, -89.40730285644531)]
